mrc_table6
par_pctile,tier,tier_name,par_mean,k_mean,k_rank,k_top1pc,k_top5pc,k_top10pc,k_q5,k_q4,k_q3,k_q2,k_q1,k_nowork,married,k_median,k_median_nozero,count,tot_count,density
49,14.2,Never attended college (before year 2013),58400,22500,0.3937356421158820,0.00093432068,0.011730916,0.030590354,0.084677137,0.16053014,0.22022286,0.22776663,0.30680326,0.28417191,0.34846702,15900,26400,28898,2866578,0.01008101
50,1,Ivy Plus,59800,112000,0.7420165350838920,0.1434263,0.37051794,0.49003983,0.60956174,0.11553785,0.063745022,0.13545817,0.075697213,0.067729086,0.53784859,74900,82000,251,52724,0.0047606402
50,2,Other elite schools (public and private),59800,77300,0.7114238339798210,0.06818182,0.22623967,0.3605372,0.52995867,0.19008264,0.095041327,0.09607438,0.088842973,0.079545453,0.51136363,59500,64300,968,183973,0.0052616415
50,3,Highly selective public,59800,61000,0.6810322036916650,0.033506043,0.14576857,0.25906736,0.44145077,0.23385146,0.14542314,0.095682211,0.0835924,0.077720203,0.59067357,50800,54100,2895,393548,0.0073561547
50,4,Highly selective private,59800,68100,0.6876178263442630,0.03699284,0.15632458,0.3019093,0.46300715,0.22911695,0.12410501,0.10143198,0.082338907,0.075178996,0.54176611,52200,55500,838,134098,0.006249161
50,5,Selective public,59800,45500,0.6045014475472660,0.010657095,0.065654337,0.14064053,0.28807288,0.27824408,0.19685256,0.13092214,0.10590833,0.095416896,0.56261736,39600,42800,18110,1944082,0.0093154507
50,6,Selective private,59800,47600,0.6161279625099410,0.012351224,0.077026725,0.16730295,0.32382664,0.26454076,0.17516281,0.12441051,0.11205929,0.10060634,0.59285873,41800,45500,4453,486852,0.0091465171
50,7,Nonselective four-year public,59800,34200,0.5228152204304980,0.0049522463,0.030774673,0.070038915,0.1775734,0.25221083,0.24053767,0.18146445,0.14821365,0.13512558,0.48708877,30700,35000,2827,257854,0.010963568
50,8,Nonselective four-year private not-for-profit,59800,34800,0.5181768286357530,0.0053475937,0.040998217,0.080213904,0.1942959,0.24777183,0.19073084,0.19251336,0.17468806,0.1657754,0.56862742,31100,37300,561,55947,0.010027347
50,9,Two-year (public and private not-for-profit),59800,33100,0.5158605493023480,0.0024864576,0.024953378,0.065713525,0.17187639,0.24336204,0.24216321,0.18706153,0.1555368,0.14017406,0.47837672,29700,34200,22522,2021451,0.011141501
50,10,Four-year for-profit,59700,32900,0.511557326489724,0.0015048909,0.030850263,0.075996988,0.17908202,0.23250565,0.22723852,0.20240782,0.15876599,0.13920242,0.39879608,28700,33600,1329,126025,0.010545527
50,11,Two-year for-profit,59700,35200,0.5417338078587990,0,0.03164557,0.06329114,0.19198312,0.2679325,0.25527427,0.14556962,0.1392405,0.13080169,0.4472574,32800,36800,474,42313,0.011202231
50,12,Less than two-year schools of any type,59700,24200,0.4247713852198840,0,0.010204081,0.05102041,0.12244898,0.14285713,0.21428572,0.33673468,0.18367347,0.17346938,0.3877551,19400,23000,98,10121,0.0096828379
50,13,Attending college with insufficient data,59900,34200,0.5176394322901650,0.0044656447,0.032375928,0.079366691,0.17781387,0.23130012,0.24155079,0.20521669,0.14411855,0.12970668,0.48868367,29300,33600,9853,942344,0.010455842
50,14.1,Late attender (ages 23-28),59800,24600,0.433869830154778,0.0012122941,0.012693432,0.035584398,0.094986804,0.18113101,0.24188833,0.27911288,0.20288098,0.1792769,0.39485133,19600,25300,14023,1239448,0.011313908
50,14.2,Never attended college (before year 2013),59800,22200,0.3988727016175840,0.0010220985,0.010890636,0.030698199,0.086138234,0.16515702,0.22130194,0.22799845,0.29940435,0.27790505,0.35946146,16500,26800,28373,2866578,0.0098978644
51,1,Ivy Plus,61100,104300,0.7671739221087650,0.11842106,0.39035088,0.49122807,0.64035088,0.13596492,0.065789476,0.07456141,0.083333336,0.074561402,0.51754385,76700,80800,228,52724,0.0043244064
51,2,Other elite schools (public and private),61200,77900,0.7082537160490220,0.065315314,0.22747748,0.34572074,0.52477479,0.20045045,0.091216214,0.087837838,0.095720716,0.087837838,0.5349099,58700,63200,888,183973,0.0048267953
51,3,Highly selective public,61200,58600,0.6734448633483440,0.028651293,0.12264151,0.24039133,0.42872119,0.25296995,0.13661775,0.095038436,0.086652689,0.079315163,0.56673652,49400,52800,2862,393548,0.0072723022
51,4,Highly selective private,61200,60700,0.6680066904216780,0.037470724,0.1440281,0.26580796,0.4531616,0.21662764,0.11826698,0.088992976,0.12295081,0.11007026,0.5608899,51100,56900,854,134098,0.0063684769
51,5,Selective public,61200,44400,0.6027774740615680,0.0086867381,0.061616488,0.13639797,0.28105104,0.28250781,0.19914751,0.13289091,0.10440272,0.093719654,0.56690407,39300,42300,18534,1944082,0.0095335487
51,6,Selective private,61200,47400,0.6146676952470030,0.010943313,0.077697523,0.16633837,0.32173342,0.26592252,0.17465529,0.12497264,0.11271613,0.099803023,0.60976142,41500,45200,4569,486852,0.0093847821
51,7,Nonselective four-year public,61200,34100,0.5225121507570420,0.0031768444,0.031415459,0.066713735,0.17578539,0.24461702,0.24461702,0.19237557,0.14260501,0.13201553,0.50476527,30100,34300,2833,257854,0.010986838
51,8,Nonselective four-year private not-for-profit,61200,33500,0.5053922092014780,0.0017241379,0.02586207,0.087931037,0.2051724,0.20172414,0.20689656,0.18620689,0.2,0.1724138,0.54827589,27800,34800,580,55947,0.010366955
51,9,Two-year (public and private not-for-profit),61200,33400,0.5203486146343880,0.0024627293,0.025418883,0.064646639,0.1720832,0.25119838,0.24433793,0.18351731,0.14886318,0.13443863,0.48766437,30100,34500,22739,2021451,0.01124885
51,10,Four-year for-profit,61100,34400,0.5268524449666590,0.0014398848,0.035277177,0.08711303,0.20158388,0.23398128,0.2174226,0.19726422,0.14974801,0.13390929,0.39812815,30000,35300,1389,126025,0.011021622
51,11,Two-year for-profit,61100,34100,0.5350157427884410,0,0.016528927,0.064049587,0.19834711,0.25413224,0.24793388,0.13636364,0.16322315,0.15289256,0.39049587,31800,36300,484,42313,0.011438565
51,12,Less than two-year schools of any type,61100,26300,0.4368455427612070,0,0.02631579,0.052631579,0.10526316,0.22807018,0.19298247,0.21929824,0.25438598,0.21052632,0.38596493,19400,28800,114,10121,0.01126371
51,13,Attending college with insufficient data,61300,34600,0.5166322960338440,0.004266833,0.031532936,0.0771152,0.17285877,0.23561245,0.24768446,0.19648246,0.14736184,0.13341658,0.48860443,29500,33800,9609,942344,0.010196913
51,14.1,Late attender (ages 23-28),61200,24600,0.4348137874033900,0.00086899847,0.011876312,0.03287711,0.091824174,0.18408284,0.2482439,0.27873126,0.19711782,0.17242378,0.39488739,20100,25400,13809,1239448,0.01114125
51,14.2,Never attended college (before year 2013),61200,22600,0.4030479398164910,0.0012107831,0.011716107,0.031195471,0.0894555,0.16933158,0.22335388,0.22342509,0.29443395,0.27356577,0.36067092,17200,27100,28081,2866578,0.009796001
52,1,Ivy Plus,62600,107100,0.7081415069555100,0.16,0.35999998,0.47111112,0.5777778,0.10666667,0.097777784,0.084444441,0.13333334,0.12444445,0.50666666,71200,84300,225,52724,0.0042675063
52,2,Other elite schools (public and private),62600,87000,0.703156235085021,0.059959348,0.23170732,0.36686993,0.51626015,0.17987806,0.12195121,0.092479676,0.089430898,0.086382113,0.53963417,57800,62200,984,183973,0.0053486112
52,3,Highly selective public,62600,58100,0.6661565600558250,0.025802184,0.12669533,0.24247436,0.41283494,0.24842872,0.14521998,0.10320874,0.090307645,0.083691694,0.56434005,48700,51700,3023,393548,0.007681401
52,4,Highly selective private,62600,64300,0.6835833141934600,0.044417769,0.15486194,0.28091237,0.47058824,0.22208883,0.11044418,0.10084034,0.096038416,0.090036012,0.54501802,53300,57800,833,134098,0.006211875
52,5,Selective public,62600,45600,0.6064699629888120,0.010591398,0.069247313,0.14387096,0.29096773,0.27752689,0.19693549,0.12967741,0.10489248,0.093602151,0.57295698,39700,42700,18600,1944082,0.0095674973
52,6,Selective private,62600,48800,0.6211191475417410,0.013760482,0.079767793,0.16405074,0.32272628,0.27520964,0.17910127,0.1173941,0.10556869,0.097613417,0.59901094,41700,45300,4651,486852,0.0095532108
52,7,Nonselective four-year public,62500,34400,0.5253046602992220,0.0034806821,0.033066481,0.07692308,0.18343195,0.25234947,0.23181343,0.18760878,0.14479639,0.13331014,0.50052214,30700,35200,2873,257854,0.011141964
52,8,Nonselective four-year private not-for-profit,62600,36400,0.497933547759422,0.006944444,0.03125,0.076388888,0.16666667,0.23090278,0.22222222,0.19791666,0.18229167,0.16145833,0.55034721,27200,33500,576,55947,0.010295458
52,9,Two-year (public and private not-for-profit),62600,33500,0.5202707105844520,0.0029141838,0.024531338,0.066765256,0.17719977,0.24209473,0.24409552,0.19142273,0.14518724,0.13235614,0.48375452,30000,34100,22991,2021451,0.011373513
52,10,Four-year for-profit,62500,34600,0.531952505759022,0.0022156572,0.03028065,0.076809458,0.19054653,0.24889217,0.22304283,0.19645494,0.14106353,0.12629247,0.40398818,30900,35200,1354,126025,0.0107439
52,11,Two-year for-profit,62500,34500,0.5338244962226290,0.0019569471,0.031311154,0.066536203,0.17612524,0.27788651,0.23874755,0.15459883,0.15264188,0.1369863,0.40900195,32400,36900,511,42313,0.012076667
52,12,Less than two-year schools of any type,62600,26300,0.4406425824464520,0,0.01754386,0.078947373,0.1491228,0.14035088,0.22807018,0.25438595,0.22807018,0.21929824,0.36842105,20000,29500,114,10121,0.01126371
52,13,Attending college with insufficient data,62700,34800,0.5210991557852390,0.0043348125,0.032407887,0.075343169,0.17896584,0.23810507,0.24254309,0.19578904,0.14459696,0.12890908,0.50418001,30000,34300,9689,942344,0.010281808
52,14.1,Late attender (ages 23-28),62600,25000,0.438894071918133,0.0010342025,0.013370762,0.034054812,0.097732142,0.17825221,0.25256702,0.27657533,0.1948733,0.16909212,0.40016252,20300,25700,13537,1239448,0.010921798
52,14.2,Never attended college (before year 2013),62600,22300,0.3977168553333360,0.001267519,0.012711404,0.031651758,0.086408578,0.16568284,0.21924457,0.22753775,0.30112627,0.28080976,0.3612791,16400,26900,27613,2866578,0.0096327402
53,1,Ivy Plus,64000,128800,0.7632473682822810,0.13220339,0.35254237,0.49491525,0.63389832,0.11864407,0.10169491,0.074576266,0.071186438,0.06779661,0.5152542,78900,83000,295,52724,0.0055951751
53,2,Other elite schools (public and private),64100,76400,0.7083226295307180,0.063850686,0.22691552,0.34970531,0.54322201,0.16699411,0.10019646,0.10510805,0.084479377,0.078585461,0.53831041,60300,64600,1018,183973,0.0055334205
53,3,Highly selective public,64000,60700,0.6721744355540820,0.029374203,0.1325032,0.23818646,0.41060024,0.25989783,0.14878672,0.10025543,0.080459774,0.07662835,0.59610474,48400,51700,3132,393548,0.0079583684
53,4,Highly selective private,64000,63700,0.6867673443466950,0.031287607,0.16245487,0.28399518,0.47412756,0.21179302,0.13357401,0.087845966,0.092659444,0.085439228,0.56197351,53200,57000,831,134098,0.0061969603
53,5,Selective public,64000,45000,0.6060401001380160,0.0097935973,0.063395113,0.13816343,0.28970093,0.28217146,0.19476622,0.12763268,0.10572872,0.094671443,0.57898062,39800,42900,18992,1944082,0.0097691352
53,6,Selective private,64000,48700,0.6207942371080290,0.015661376,0.077037036,0.16148148,0.32550266,0.27386245,0.17142858,0.12465609,0.10455026,0.09714286,0.60444444,42400,45700,4725,486852,0.0097052082
53,7,Nonselective four-year public,64000,34300,0.5235283819230180,0.0028429283,0.031627577,0.073205404,0.17945984,0.26154941,0.21997157,0.19083156,0.14818764,0.13610519,0.51208246,31400,35600,2814,257854,0.010913152
53,8,Nonselective four-year private not-for-profit,64000,31700,0.4906107516036700,0.0017421603,0.031358887,0.080139376,0.18118466,0.20383275,0.20383275,0.21951219,0.19163764,0.17595819,0.6114983,27000,33600,574,55947,0.01025971
53,9,Two-year (public and private not-for-profit),64000,33800,0.5229538222693900,0.0029095015,0.02696717,0.069654338,0.17639396,0.25004342,0.24014243,0.18546987,0.14795032,0.13296856,0.49318221,30500,34700,23028,2021451,0.011391817
53,10,Four-year for-profit,64000,33600,0.5233915454578080,0,0.029257314,0.072768189,0.19054765,0.22730683,0.23930983,0.19729933,0.14553638,0.13203301,0.38934734,30200,34000,1333,126025,0.010577266
53,11,Two-year for-profit,64000,36000,0.5477478118673200,0.0020920502,0.029288704,0.071129709,0.21757323,0.27824268,0.19246861,0.18619247,0.12552302,0.11715481,0.44560671,33900,38600,478,42313,0.011296765
53,12,Less than two-year schools of any type,63900,26900,0.4605106852658560,0,0.0092592593,0.037037037,0.12037037,0.24074073,0.2037037,0.21296297,0.22222222,0.19444445,0.44444445,23600,31000,108,10121,0.010670883
53,13,Attending college with insufficient data,64100,34000,0.5180434319421190,0.0035317338,0.031577855,0.073854789,0.17513244,0.23870365,0.24005401,0.1965306,0.1495793,0.13462138,0.49194974,29800,34200,9627,942344,0.010216014
53,14.1,Late attender (ages 23-28),64000,25100,0.4394751820586720,0.0008888889,0.013333334,0.034074076,0.097629629,0.18488888,0.24392593,0.2822963,0.19125926,0.16733333,0.39451852,20300,25700,13500,1239448,0.010891945
53,14.2,Never attended college (before year 2013),64000,23100,0.404822860081298,0.00095877278,0.011320894,0.033667676,0.094217859,0.16900215,0.21620326,0.2265285,0.29404822,0.27122208,0.36555055,16900,27200,27118,2866578,0.0094600599
54,1,Ivy Plus,65500,143500,0.7530126298224750,0.11836734,0.35510203,0.47755104,0.60816324,0.13469388,0.089795917,0.077551022,0.089795917,0.077551022,0.48163268,73400,79000,245,52724,0.00464684
54,2,Other elite schools (public and private),65500,74300,0.6991756264095320,0.045240339,0.21112159,0.32327992,0.50329876,0.19509897,0.11781338,0.096135721,0.08765316,0.081055611,0.49952874,56200,60100,1061,183973,0.0057671508
54,3,Highly selective public,65400,61700,0.6697965671575300,0.029033324,0.13130979,0.23919499,0.41669416,0.25404158,0.14318706,0.098317385,0.087759815,0.081821181,0.6004619,48100,51800,3031,393548,0.007701729
54,4,Highly selective private,65500,64700,0.6797011820399110,0.030337078,0.16516854,0.27752808,0.45842695,0.23033707,0.12247191,0.084269665,0.10449439,0.094382025,0.56741571,51900,56000,890,134098,0.0066369371
54,5,Selective public,65400,46000,0.6082927359009600,0.010057472,0.064039409,0.14054804,0.29387316,0.28130132,0.19581281,0.1246408,0.10437192,0.094673648,0.58323073,39800,42900,19488,1944082,0.010024268
54,6,Selective private,65400,47800,0.6244711459086650,0.010647181,0.077453025,0.16576201,0.33089772,0.2776618,0.16680585,0.11795407,0.10668058,0.09686847,0.61440504,43100,46300,4790,486852,0.0098387189
54,7,Nonselective four-year public,65400,34600,0.5237622469334780,0.0040540542,0.033445947,0.080405407,0.17871621,0.25878379,0.22601351,0.19054054,0.14594595,0.13040541,0.49425676,30600,35200,2960,257854,0.011479365
54,8,Nonselective four-year private not-for-profit,65500,33800,0.5093849449056460,0.0052447552,0.033216782,0.080419578,0.18531469,0.21678323,0.24475525,0.17832167,0.17482518,0.16258742,0.54195803,29300,33800,572,55947,0.010223962
54,9,Two-year (public and private not-for-profit),65400,33700,0.5209193487620400,0.0022977542,0.027226219,0.071100324,0.18173936,0.24100408,0.23671205,0.19296801,0.14757653,0.13457036,0.49284661,30100,34500,23066,2021451,0.011410615
54,10,Four-year for-profit,65400,34800,0.5291524189699780,0.0022222223,0.038518518,0.085925929,0.18962963,0.24962962,0.22740741,0.19555555,0.13777778,0.12666667,0.42444444,30400,35600,1350,126025,0.010712161
54,11,Two-year for-profit,65300,34200,0.528847642800601,0.0039215689,0.023529412,0.078431375,0.19019608,0.26274511,0.21764706,0.17450981,0.15490197,0.14313726,0.45882353,31700,36500,510,42313,0.012053033
54,12,Less than two-year schools of any type,65300,30200,0.4953577205712110,0,0.0084745763,0.076271184,0.1779661,0.22033899,0.18644068,0.22881356,0.18644068,0.14406779,0.41525424,24000,31700,118,10121,0.011658927
54,13,Attending college with insufficient data,65500,34300,0.5168110932230430,0.0045576962,0.035840064,0.077584423,0.17940751,0.22943857,0.24114357,0.20126373,0.14874664,0.13393413,0.5017609,29400,33700,9654,942344,0.010244667
54,14.1,Late attender (ages 23-28),65400,25600,0.441229577355016,0.001340283,0.01370067,0.038346983,0.099478781,0.18153389,0.24936709,0.28078929,0.18883097,0.16708861,0.39374536,20400,25900,13430,1239448,0.010835469
54,14.2,Never attended college (before year 2013),65500,23400,0.4049947983174970,0.0010981105,0.011473361,0.032640386,0.091483966,0.17304707,0.22000076,0.22003862,0.29542959,0.27501988,0.36699611,17300,27700,26409,2866578,0.0092127267
55,1,Ivy Plus,66800,87900,0.7283709239026040,0.12556054,0.32286996,0.41255605,0.57847536,0.15246637,0.089686103,0.080717489,0.09865471,0.09865471,0.49775785,65000,72800,223,52724,0.0042295731
55,2,Other elite schools (public and private),66900,78600,0.711666604651549,0.076696165,0.2291052,0.359882,0.5299902,0.1740413,0.11701082,0.090462141,0.088495575,0.077679448,0.55358899,59300,64100,1017,183973,0.0055279853
55,3,Highly selective public,66900,59400,0.6763259566660280,0.028930817,0.13113208,0.24937107,0.43301886,0.24811321,0.13930817,0.088993713,0.090566039,0.083962269,0.58522016,49600,53400,3180,393548,0.0080803363
55,4,Highly selective private,66900,64100,0.6913192952044860,0.040415704,0.16628176,0.29099306,0.47344112,0.22401848,0.11778291,0.10623556,0.078521945,0.072748266,0.56581986,53200,56600,866,134098,0.0064579635
55,5,Selective public,66900,44800,0.6060703758174660,0.0095446007,0.061329138,0.1369244,0.28892726,0.28395188,0.19393817,0.12971519,0.10346753,0.094430625,0.58176368,40000,43000,19697,1944082,0.010131774
55,6,Selective private,66900,47800,0.6147494716992150,0.014233428,0.079097196,0.16673444,0.32492885,0.26250508,0.1740545,0.1295242,0.10898739,0.098413989,0.60573405,41400,45100,4918,486852,0.010101632
55,7,Nonselective four-year public,66900,33700,0.5223941248076130,0.0016801076,0.02889785,0.074260756,0.17775539,0.25504032,0.23084678,0.18783602,0.14852151,0.13474463,0.48219085,30800,35100,2976,257854,0.011541415
55,8,Nonselective four-year private not-for-profit,66900,32600,0.500042746423284,0.0017331023,0.043327555,0.083188906,0.18717505,0.20450607,0.23396881,0.18197574,0.19237435,0.17677642,0.57365686,27400,33800,577,55947,0.010313332
55,9,Two-year (public and private not-for-profit),66900,33900,0.5234896514038740,0.0029321718,0.026562029,0.069595963,0.17972489,0.25031263,0.2359536,0.1850718,0.14893709,0.13345695,0.48730111,30600,35000,23191,2021451,0.011472452
55,10,Four-year for-profit,66800,36200,0.5346687900169370,0.0072833216,0.036416605,0.090313181,0.21048798,0.23015295,0.23597962,0.1769847,0.14639476,0.12964311,0.392571,31900,35800,1373,126025,0.010894664
55,11,Two-year for-profit,66800,38200,0.5673160949151710,0.0019646366,0.035363458,0.096267186,0.21611002,0.29273084,0.23968565,0.11984283,0.13163064,0.12180747,0.4459725,35200,39400,509,42313,0.0120294
55,12,Less than two-year schools of any type,66800,25500,0.4362952291808730,0,0.0092592593,0.037037037,0.16666667,0.10185185,0.23148148,0.30555555,0.19444445,0.18518519,0.43518519,17800,22900,108,10121,0.010670883
55,13,Attending college with insufficient data,67000,34700,0.520597623228047,0.0050520999,0.032628145,0.077044524,0.18240185,0.240501,0.23155457,0.19650562,0.14903694,0.13482791,0.50373644,30000,34600,9501,942344,0.010082305
55,14.1,Late attender (ages 23-28),66900,24700,0.4360150847542810,0.0012840849,0.011858902,0.034896895,0.096684039,0.18030062,0.24729964,0.27804214,0.19767354,0.17508875,0.39610243,20000,25500,13239,1239448,0.010681367
55,14.2,Never attended college (before year 2013),66900,22900,0.4054779706858500,0.0012214673,0.01206199,0.033399496,0.093556762,0.16944042,0.21894802,0.22501718,0.29303762,0.27120391,0.36979923,17100,27400,26198,2866578,0.0091391196
56,1,Ivy Plus,68400,103000,0.7847026978735390,0.13389122,0.35564855,0.48953974,0.665272,0.14644352,0.062761508,0.058577407,0.066945605,0.062761508,0.55230129,76500,80400,239,52724,0.0045330399
56,2,Other elite schools (public and private),68300,80000,0.7038109146365670,0.063178681,0.21618953,0.35340574,0.51826257,0.19151036,0.098716684,0.094768018,0.096742347,0.093780845,0.55774927,57900,64100,1013,183973,0.0055062426
56,3,Highly selective public,68300,60300,0.6699437209699960,0.029366778,0.13337412,0.23829918,0.40868768,0.26368922,0.14132762,0.097889259,0.088406242,0.077699602,0.58091158,48000,51500,3269,393548,0.0083064837
56,4,Highly selective private,68400,63900,0.6867742117037280,0.042462844,0.16135882,0.29405519,0.470276,0.22292994,0.10934183,0.10934183,0.088110402,0.079617836,0.56369424,52800,57200,942,134098,0.0070247133
56,5,Selective public,68300,45500,0.6110530994873730,0.010074441,0.064317621,0.14044665,0.29563275,0.28446651,0.19101737,0.12893301,0.099950373,0.090173699,0.58347392,40400,43300,20150,1944082,0.01036479
56,6,Selective private,68300,48400,0.6254931560205430,0.012825733,0.086115636,0.17345276,0.33387622,0.27504072,0.16368078,0.12072476,0.10667752,0.09649837,0.62785017,42600,46400,4912,486852,0.010089308
56,7,Nonselective four-year public,68300,34800,0.5296478986357340,0.0054163844,0.030805686,0.070413001,0.1702776,0.27352741,0.24102911,0.16587678,0.1492891,0.1323629,0.51861882,31900,35800,2954,257854,0.011456096
56,8,Nonselective four-year private not-for-profit,68300,35200,0.5248367928365960,0.0066445181,0.024916943,0.08139535,0.2076412,0.22425249,0.22757475,0.17774086,0.1627907,0.15282393,0.5714286,30900,35700,602,55947,0.010760183
56,9,Two-year (public and private not-for-profit),68300,34100,0.5234149903494440,0.0028617803,0.027122842,0.070134975,0.18259867,0.24560055,0.23778404,0.18358107,0.15043567,0.13702375,0.49585682,30600,35000,23412,2021451,0.011581779
56,10,Four-year for-profit,68300,36100,0.542728549808239,0.00072516315,0.033357505,0.094271213,0.22480057,0.22987673,0.22552574,0.1849166,0.13488035,0.11675127,0.42857143,32400,36100,1379,126025,0.010942274
56,11,Two-year for-profit,68300,38200,0.5706309993672470,0.0021141649,0.029598307,0.099365748,0.23678647,0.26849893,0.22198732,0.1564482,0.11627907,0.10359408,0.44397461,35200,38600,473,42313,0.011178598
56,12,Less than two-year schools of any type,68300,29200,0.4675380778664900,0,0.045045044,0.054054055,0.15315315,0.1891892,0.18018018,0.3063063,0.17117117,0.14414415,0.45045045,21900,27300,111,10121,0.010967296
56,13,Attending college with insufficient data,68400,35600,0.5253559749871530,0.0054744524,0.037355088,0.084693,0.19332331,0.23153715,0.23497209,0.19547015,0.14469729,0.13138686,0.50493771,30100,34600,9316,942344,0.0098859863
56,14.1,Late attender (ages 23-28),68300,25200,0.4389296015819490,0.0010018495,0.014025894,0.03760789,0.10080148,0.18333846,0.24190813,0.27612516,0.19782676,0.17316584,0.4081381,20100,25900,12976,1239448,0.010469177
56,14.2,Never attended college (before year 2013),68300,23600,0.4107365373640080,0.0014326647,0.013087586,0.03399675,0.094400987,0.17838612,0.21830712,0.2253543,0.28355145,0.26345542,0.37574539,17800,27800,25826,2866578,0.0090093482
57,1,Ivy Plus,69800,121000,0.771780443058995,0.15953307,0.37354085,0.48638132,0.61478603,0.16731517,0.08560311,0.073929958,0.058365759,0.058365759,0.57976657,73400,78300,257,52724,0.0048744404
57,2,Other elite schools (public and private),69800,82500,0.7209475661758820,0.076246336,0.22971652,0.37536657,0.55425221,0.17106549,0.09872923,0.09188661,0.084066473,0.079178885,0.52688169,62600,67400,1023,183973,0.0055605983
57,3,Highly selective public,69800,60100,0.6726703523041620,0.033442818,0.13974321,0.25111973,0.43117347,0.24514779,0.12690355,0.10839056,0.088384591,0.080621079,0.6061511,49100,52800,3349,393548,0.0085097626
57,4,Highly selective private,69800,61000,0.6861988942200460,0.029166667,0.14687499,0.28437501,0.48333335,0.22499999,0.091666669,0.10104167,0.098958336,0.091666669,0.59583336,54600,58300,960,134098,0.0071589435
57,5,Selective public,69800,46100,0.6090754145243250,0.0097268615,0.063028097,0.13789546,0.29210061,0.28522304,0.19267046,0.12826686,0.10173905,0.092454314,0.59063667,40300,43200,20356,1944082,0.010470752
57,6,Selective private,69800,48500,0.6261147632579180,0.012449799,0.078112453,0.16626507,0.33172691,0.27690762,0.17168674,0.11626506,0.10341366,0.095983937,0.6064257,42500,46000,4980,486852,0.010228981
57,7,Nonselective four-year public,69800,34500,0.5280545837156200,0.0034352457,0.027481966,0.073514253,0.19065614,0.25833046,0.21985573,0.18138097,0.14977671,0.13569221,0.52215731,31500,36400,2911,257854,0.011289334
57,8,Nonselective four-year private not-for-profit,69800,36700,0.5308883458561890,0.0049423394,0.052718285,0.10543657,0.21416804,0.2306425,0.20428336,0.19110379,0.1598023,0.13344316,0.64579904,30900,37200,607,55947,0.010849554
57,9,Two-year (public and private not-for-profit),69800,34200,0.5259122697630940,0.0023767082,0.026143791,0.072362281,0.18427977,0.24951191,0.23690689,0.1810118,0.14828962,0.13296834,0.49991512,30900,35200,23562,2021451,0.011655984
57,10,Four-year for-profit,69800,35700,0.5363296708423920,0.0028860029,0.034632035,0.089466088,0.20346321,0.24098125,0.23376623,0.18181817,0.13997114,0.12554112,0.4119769,31400,35600,1386,126025,0.010997818
57,11,Two-year for-profit,69700,38600,0.5773475559567570,0,0.025104603,0.098326355,0.24895397,0.24895397,0.23849373,0.15899582,0.10460252,0.09205021,0.46652719,35300,39000,478,42313,0.011296765
57,12,Less than two-year schools of any type,69700,33600,0.5185406843780700,0,0.049180329,0.081967212,0.18032788,0.22950821,0.19672132,0.27868852,0.1147541,0.090163939,0.48360655,27700,31300,122,10121,0.012054144
57,13,Attending college with insufficient data,69900,34800,0.5180488932732850,0.0054106698,0.037117194,0.07553295,0.17952603,0.23925982,0.22995347,0.19684017,0.15442051,0.13959529,0.50503194,29800,34700,9241,942344,0.0098063974
57,14.1,Late attender (ages 23-28),69800,25600,0.4443538915562040,0.0013964314,0.01124903,0.038401861,0.10465477,0.18525989,0.24685803,0.2692785,0.19394879,0.16935609,0.40930954,20800,26500,12890,1239448,0.01039979
57,14.2,Never attended college (before year 2013),69800,24000,0.4098375017610410,0.001650165,0.012847713,0.035242811,0.099952854,0.17161717,0.21758604,0.21927549,0.29156843,0.27109852,0.37128714,17700,28000,25452,2866578,0.0088788792
58,1,Ivy Plus,71300,130900,0.7330974799960590,0.17421603,0.36585367,0.48432055,0.62020904,0.10801394,0.073170729,0.069686413,0.12891987,0.12543555,0.4738676,74400,86600,287,52724,0.0054434412
58,2,Other elite schools (public and private),71300,80100,0.7205923408070370,0.069656491,0.24332061,0.38740459,0.54103053,0.17938931,0.10114504,0.094465651,0.083969466,0.080152668,0.55629772,61000,67100,1048,183973,0.0056964881
58,3,Highly selective public,71200,60000,0.676261836824218,0.026237329,0.13387001,0.25790101,0.43381038,0.2438879,0.13774598,0.10345855,0.081097193,0.075134173,0.59838998,50100,53100,3354,393548,0.0085224677
58,4,Highly selective private,71300,64500,0.6950294550870650,0.037313435,0.16631131,0.282516,0.47228146,0.23347548,0.12366738,0.094882734,0.075692967,0.073560767,0.56396586,53000,56900,938,134098,0.0069948845
58,5,Selective public,71300,46000,0.6115452616567310,0.010338942,0.065398686,0.14367227,0.29734212,0.28349182,0.18878323,0.13152888,0.098853938,0.088563763,0.59307486,40400,43400,20505,1944082,0.010547395
58,6,Selective private,71200,50500,0.6294509445501780,0.014112502,0.084078714,0.183065,0.34665075,0.25899422,0.17074141,0.11985689,0.10375671,0.093222022,0.63565892,43400,46800,5031,486852,0.010333735
58,7,Nonselective four-year public,71200,36000,0.5407364181521280,0.003618421,0.032894738,0.080592103,0.19802631,0.26644737,0.22664474,0.16644737,0.14243421,0.13059211,0.5101974,32900,37400,3040,257854,0.011789617
58,8,Nonselective four-year private not-for-profit,71300,34700,0.513669474129011,0.0032467535,0.055194806,0.094155848,0.21103896,0.21103896,0.19318181,0.20779221,0.17694806,0.15909091,0.62012988,30200,35400,616,55947,0.011010421
